dob,fighter_id,height,n_draw,n_loss,n_win,name,reach,sig_str_abs_pM,sig_str_def_pct,sig_str_land_pM,sig_str_land_pct,stance,sub_avg,td_avg,td_def_pct,td_land_pct,weight
"Oct 23, 1988",d0e50a3d1b250708,"5' 9""",0,8,13,Andre Soukhamthath,"70""",4.31,0.49,2.77,0.44,Orthodox,0.2,1.25,0.58,0.53,135 lbs.
--,cac3aaa66c20bee1,"6' 0""",0,2,7,Mario Soto,--,5.23,0.42,1.43,0.23,,0.0,0.0,0.0,0.0,145 lbs.
"Mar 22, 1987",a4e85a58fbce64b2,"5' 6""",0,7,18,Joe Soto,"65""",5.37,0.67,3.36,0.41,Orthodox,1.9,0.85,0.7,0.21,135 lbs.
"Feb 15, 1984",d18dbcb0f8e2b55d,"5' 8""",1,2,6,Alex Soto,"71""",5.02,0.59,2.95,0.25,Southpaw,0.0,2.82,0.0,0.3,135 lbs.
"Jun 03, 1986",9c669abd35b2522f,"5' 11""",0,2,8,Greg Soto,"73""",2.61,0.52,3.21,0.63,Orthodox,1.0,1.49,0.44,0.27,170 lbs.
"Jul 09, 1977",896c322f56b8be5a,"5' 10""",0,6,14,George Sotiropoulos,"71""",2.52,0.67,2.61,0.27,Orthodox,1.6,2.32,0.53,0.31,155 lbs.
"Aug 02, 1977",59583ff832fe9d68,"6' 1""",1,12,26,Krzysztof Soszynski,"77""",3.13,0.58,3.37,0.39,Open Stance,1.0,0.52,0.71,0.25,205 lbs.
"Dec 10, 1989",326f94d6cfb1bf25,"5' 9""",0,2,7,Ben Sosoli,"72""",3.56,0.48,2.22,0.31,Southpaw,0.0,0.0,0.0,0.0,265 lbs.
"Jul 06, 1989",85ff1b9471d35238,"6' 3""",0,0,11,Dmitry Sosnovskiy,"77""",2.53,0.35,2.95,0.7,Orthodox,3.2,3.16,1.0,0.66,240 lbs.
"Nov 22, 1992",64facb6cc564262d,"5' 11""",0,0,6,Punahele Soriano,"72""",2.4,0.44,3.13,0.37,Southpaw,0.0,3.0,0.0,0.75,185 lbs.
"Oct 06, 1989",bd5403efbaa445c0,"5' 9""",0,3,8,Sean Soriano,"70""",2.31,0.52,3.15,0.61,Orthodox,0.0,1.27,0.55,0.42,145 lbs.
"Feb 15, 1991",4c9b84d559822830,"6' 2""",0,6,16,Emiliano Sordi,--,4.79,0.48,4.79,0.5,Orthodox,8.3,0.0,1.0,0.0,205 lbs.
"Apr 01, 1993",7c9c6a884be167fe,"5' 6""",0,4,9,Jinsoo Son,"69""",7.63,0.52,5.1,0.36,Orthodox,0.0,1.5,1.0,0.25,135 lbs.
--,3324129f3745b300,"5' 9""",0,7,3,Cody Sons,--,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,205 lbs.
"Mar 10, 1990",32490e80ddab1e5a,"6' 0""",0,5,15,Kenan Song,"71""",4.28,0.56,4.13,0.45,Orthodox,0.0,0.0,0.5,0.0,170 lbs.
--,9775eabcb1be1a00,--,0,1,2,Paul Song,--,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,185 lbs.
"Apr 03, 1977",48d1f690b763934c,"6' 1""",1,14,29,Chael Sonnen,"74""",1.1,0.62,3.08,0.43,Southpaw,0.4,3.81,0.66,0.59,205 lbs.
"Nov 22, 1970",83b743fedde154fb,"5' 4""",0,4,0,Joe Son,--,0.0,0.0,0.0,0.0,Orthodox,0.0,0.0,0.0,0.0,236 lbs.
--,324c7a749128df8d,"5' 11""",0,0,0,Chris Solomon,--,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,155 lbs.
"Aug 27, 1993",af65aa688d13eedf,"5' 9""",0,2,9,Joe Solecki,"70""",0.64,0.58,3.67,0.76,Orthodox,0.8,3.99,0.0,0.83,155 lbs.
"Apr 18, 1984",d1152823307d7e7c,"5' 10""",0,10,12,Rameau Thierry Sokoudjou,"78""",2.61,0.56,2.26,0.45,Orthodox,0.9,1.93,0.78,0.47,205 lbs.
"Jan 11, 1987",1fcfc3709fe58151,"6' 0""",1,6,17,Peter Sobotta,"75""",2.89,0.59,2.17,0.39,Southpaw,0.6,1.76,0.77,0.35,170 lbs.
"Sep 07, 1975",d468288756ae3982,"6' 1""",0,9,36,Renato Sobral,"75""",1.53,0.57,2.23,0.45,Orthodox,2.6,2.48,0.65,0.42,205 lbs.
--,03b1e846b09f721d,"6' 3""",0,7,4,Denis Sobolev,--,5.45,0.33,0.0,0.0,Orthodox,0.0,0.0,0.0,0.0,216 lbs.
"Jul 21, 1995",7684c8137b4545ba,"5' 10""",0,1,9,Devin Smyth,"72""",6.73,0.25,2.6,0.68,Switch,0.0,4.0,1.0,0.26,170 lbs.
"Jul 28, 1990",36549928f90f1d36,"5' 8""",0,3,9,Jose Quinonez,"69""",2.43,0.68,3.49,0.47,,0.7,2.64,0.5,0.45,135 lbs.
"Dec 22, 1984",5e84a859c6a82288,"5' 10""",0,3,8,Michel Quinones,"73""",5.98,0.48,2.91,0.29,Orthodox,0.0,0.0,0.36,0.0,155 lbs.
--,cc23ed51619421a3,"5' 8""",1,7,13,Ryan Quinn,--,1.67,0.48,2.31,0.41,,1.9,0.0,0.0,0.0,145 lbs.
"May 25, 1986",ddbe4fa2ea573393,"6' 0""",1,1,3,Jimmy Quinlan,"72""",5.94,0.16,2.08,0.7,Orthodox,0.0,4.46,0.0,0.25,185 lbs.
"Aug 17, 1991",f75c5ca0d91b9115,"5' 9""",1,1,3,Richie Smullen,"68""",2.26,0.65,1.98,0.77,Orthodox,0.0,8.49,0.0,0.66,155 lbs.
"Jul 16, 1991",d2bc285ead803db0,"5' 9""",0,6,16,Louis Smolka,"68""",3.47,0.53,4.22,0.46,Orthodox,2.1,1.65,0.3,0.34,135 lbs.
"Aug 05, 1982",75afb06215a07341,"6' 2""",0,3,9,Dmitrii Smoliakov,"74""",3.81,0.55,1.44,0.42,Switch,0.0,0.0,0.75,0.0,253 lbs.
--,c5776fa8f4bf77aa,--,1,7,10,Justin Smitley,--,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,145 lbs.
--,625b65b45c1c6888,"5' 8""",0,5,4,Walter Smith-Cotito,--,3.53,0.68,2.95,0.36,,0.0,2.16,0.57,0.33,135 lbs.
"Apr 05, 1989",56709e66f1c6008f,"5' 11""",0,1,7,Cole Smith,"67""",1.53,0.61,1.63,0.33,Orthodox,1.0,1.5,0.66,0.3,135 lbs.
"Jul 30, 1993",207773daeb4afa7b,"5' 9""",0,2,10,Devonte Smith,"76""",3.65,0.59,6.88,0.56,Orthodox,0.0,0.0,1.0,0.0,155 lbs.
"Aug 17, 1982",76984112f697631f,"5' 9""",1,7,10,Leslie Smith,"66""",8.41,0.51,7.56,0.4,Orthodox,0.0,0.0,0.62,0.0,135 lbs.
"Oct 19, 1981",54ed8dc6f8c31207,"5' 9""",0,2,5,Gilbert Smith,"75""",2.73,0.35,1.09,0.41,Southpaw,1.2,3.51,0.0,0.6,185 lbs.
"Aug 14, 1987",2e25c1d983c26311,"6' 0""",0,4,6,Colton Smith,"71""",2.3,0.51,1.64,0.41,Orthodox,1.4,4.09,0.25,0.36,155 lbs.
"Jul 26, 1988",d4c9dcd330403612,"6' 4""",0,14,32,Anthony Smith,"76""",4.28,0.44,3.06,0.47,Orthodox,0.8,0.41,0.51,0.26,205 lbs.
"Jan 05, 1981",f797f0c57a83353e,"6' 3""",0,10,15,Trevor Smith,"75""",3.31,0.51,3.29,0.55,Orthodox,0.7,1.7,0.6,0.32,185 lbs.
"Aug 29, 1983",2a8502954f49e682,"6' 7""",0,2,5,Vinicius Queiroz,--,4.1,0.41,3.67,0.51,,0.7,5.07,1.0,0.7,220 lbs.
"Mar 18, 1972",52cae54377b433b7,"6' 0""",0,4,12,Nate Quarry,"72""",2.8,0.66,4.96,0.44,Open Stance,0.0,0.25,0.6,0.33,185 lbs.
"Dec 08, 1988",aa171d55d4b5208f,"5' 10""",0,2,13,Billy Quarantillo,"70""",3.11,0.42,10.77,0.81,Orthodox,4.0,0.8,0.6,0.25,145 lbs.
"Apr 11, 1971",f7b4cbe93f3bac06,"5' 8""",0,5,3,Gary Quan,--,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,143 lbs.
"Sep 04, 1979",d365ee924f5cc3fc,"5' 3""",1,10,18,Bao Quach,--,0.0,0.0,0.0,0.0,Orthodox,0.0,0.0,0.0,0.0,145 lbs.
--,ffee353f55e3aa2c,"6' 0""",0,0,0,Dillon Smith,--,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,170 lbs.
--,754968e325d6f60d,--,0,2,0,Adam Smith,--,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,--
--,e955046551f8c7dd,--,0,1,5,David Smith,--,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,155 lbs.
"Jul 02, 1982",f626aa1c85f8af03,"6' 0""",0,5,6,Josh Smith,--,1.4,0.54,0.73,0.28,Orthodox,2.0,0.0,0.57,0.0,155 lbs.
--,9114c8ded5ccd71d,--,0,1,1,Eric Smith,--,0.0,0.0,0.0,0.0,Southpaw,0.0,0.0,0.0,0.0,--
"May 21, 1979",3410cf010558dc8b,"6' 0""",0,9,17,Scott Smith,"70""",5.94,0.5,1.86,0.27,Orthodox,0.4,0.13,0.58,0.06,185 lbs.
"Aug 28, 1963",46c8ec317aff28ac,"6' 2""",0,15,20,Patrick Smith,--,0.0,0.0,0.0,0.0,Orthodox,0.0,0.0,0.0,0.0,225 lbs.
--,1979c80150f630c4,"5' 10""",1,8,22,Kestutis Smirnovas,--,5.05,0.54,4.95,0.52,Orthodox,1.6,1.55,1.0,0.5,200 lbs.
"Dec 13, 1961",33e33d51f289d2a1,"6' 2""",0,13,12,Maurice Smith,--,0.47,0.6,0.41,0.46,Orthodox,0.9,0.89,0.2,0.5,221 lbs.
"Jul 14, 1985",a2d1d3d144fed708,"6' 1""",0,1,8,Ray Sloan,--,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,205 lbs.
"Oct 17, 1977",80e6d71e14c1d356,"6' 0""",3,5,16,Joe Slick,--,0.0,0.0,0.0,0.0,Orthodox,0.0,0.0,0.0,0.0,199 lbs.
--,9db861c26b63daa8,"5' 8""",1,9,9,Brian Sleeman,--,1.85,0.7,4.0,0.48,,0.0,9.23,1.0,1.0,185 lbs.
--,c337c3c85b1871e0,"5' 6""",0,8,6,Zach Skinner,--,2.4,0.32,0.53,0.5,Orthodox,1.0,5.0,1.0,0.27,145 lbs.
"Jan 23, 1967",caced97768818230,"6' 3""",0,1,0,Matt Skelton,--,0.54,0.0,0.0,0.0,Orthodox,0.0,0.0,0.66,0.0,265 lbs.
"May 11, 1985",4bd6b4800070b069,"5' 11""",0,4,18,Chas Skelly,"72""",3.35,0.48,2.02,0.4,Orthodox,2.4,1.71,0.33,0.34,145 lbs.
"Jan 13, 1979",5f87a5c00b3d17ed,"5' 6""",0,11,23,Dennis Siver,"70""",2.67,0.65,3.87,0.32,Orthodox,0.3,0.87,0.65,0.32,145 lbs.
--,44a1dd0ef4373edc,"5' 5""",0,1,3,Jeri Sitzes,--,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,125 lbs.
"Dec 25, 1974",436cdea7bdfdc016,"5' 7""",0,1,0,Yokthai Sithoar,--,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,143 lbs.
--,fce9b4056a8ef559,"5' 7""",0,2,1,AJ Siscoe,--,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,135 lbs.
"Apr 09, 1996",71ef1111bf829b82,"6' 2""",0,1,4,Mitchell Sipe,--,9.98,0.46,5.5,0.56,Orthodox,0.0,1.53,0.0,0.2,245 lbs.
"Feb 13, 1971",817e0bdf08efce2e,"6' 3""",2,11,7,Elvis Sinosic,"77""",4.6,0.53,1.13,0.37,Orthodox,1.2,0.0,0.0,0.0,205 lbs.
"May 28, 1976",546015aa2ad945fd,"6' 2""",0,9,11,Rory Singer,"77""",2.42,0.63,2.55,0.39,Orthodox,0.8,0.39,0.64,0.25,185 lbs.
"Feb 20, 1980",3b65c9dd39741bc4,"5' 8""",0,5,13,Rob Sinclair,--,1.73,0.73,1.2,0.33,,0.0,0.0,0.5,0.0,155 lbs.
"May 07, 1973",265589bdd93e7ce5,"5' 9""",0,9,15,Lodune Sincaid,--,6.7,0.49,2.45,0.44,Orthodox,0.0,0.0,0.75,0.0,185 lbs.
"Sep 04, 1988",59c6d5af765df641,"6' 5""",0,1,4,Everett Sims,"77""",2.19,0.3,0.81,0.66,Southpaw,1.2,0.0,0.42,0.0,260 lbs.
"Oct 14, 1985",57bad6a84230f0c9,"5' 11""",0,4,12,Tony Sims,"70""",0.76,0.65,1.81,0.63,Southpaw,0.7,0.71,0.5,0.5,155 lbs.
--,9eedac48b497de5a,--,0,4,3,Marlon Sims,--,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,170 lbs.
"Aug 04, 1979",e0f7c4f3f67bc808,"6' 10""",1,13,22,Wes Sims,--,2.95,0.37,0.98,0.51,Orthodox,2.3,0.0,0.4,0.0,260 lbs.
"Jul 20, 1974",d5f820c11a121050,"6' 0""",0,4,11,Aaron Simpson,"73""",2.53,0.56,3.6,0.52,Orthodox,0.5,3.78,0.83,0.34,170 lbs.
"Aug 31, 1992",5987b2458f4b5290,"5' 6""",0,3,15,Ricky Simon,"69""",3.79,0.65,2.96,0.4,Orthodox,0.2,6.53,0.71,0.49,135 lbs.
"Sep 22, 1986",52ba464d9068d871,"5' 11""",0,2,11,Elias Silverio,"73""",2.97,0.51,3.67,0.49,Orthodox,0.2,1.62,0.85,0.38,155 lbs.
--,f717b6002486f73f,"6' 3""",0,4,6,Marcus Silveira,--,0.0,0.0,0.0,0.0,Orthodox,0.0,0.0,0.0,0.0,242 lbs.
"Apr 23, 1992",28e088bbcaaa6366,"6' 2""",0,3,12,Leonardo Silva,--,0.54,0.5,1.07,0.4,Orthodox,0.0,24.11,0.0,0.5,185 lbs.
"Jun 22, 1985",3a314d9fa7c6825d,"5' 7""",0,3,26,Douglas Silva de Andrade,"68""",4.43,0.58,3.96,0.38,Orthodox,0.0,0.65,0.65,0.5,145 lbs.
"Aug 26, 1994",002ca196477ce572,"5' 6""",0,1,7,Gabriel Silva,"71""",1.0,0.34,0.53,0.5,Orthodox,0.0,1.0,0.33,0.16,135 lbs.
"Jul 13, 1989",12ebd7d157e91701,"6' 0""",0,6,19,Bruno Silva,--,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,185 lbs.
"Mar 16, 1990",294aa73dbf37d281,"5' 4""",1,4,11,Bruno Silva,"65""",2.92,0.56,1.54,0.4,Orthodox,0.0,2.31,1.0,0.18,135 lbs.
"Aug 27, 1990",b19aecbfbb5508cc,"5' 7""",0,3,7,Dayana Silva,--,5.93,0.57,6.33,0.51,Orthodox,0.0,0.0,0.42,0.0,135 lbs.
"May 08, 1984",1b38a2b897f6209c,"6' 0""",0,2,8,Felipe Silva,"77""",1.8,0.59,5.4,0.5,Orthodox,0.0,1.0,0.71,1.0,155 lbs.
"Feb 05, 1989",ae7fe94f117f98cf,"5' 8""",0,3,11,Joaquim Silva,"69""",4.43,0.56,3.92,0.37,Southpaw,0.7,0.24,0.64,0.5,155 lbs.
"Mar 20, 1985",a31358d90d4bb40a,"5' 7""",0,6,28,Rafael Silva,--,0.73,0.67,0.67,0.5,,1.0,0.0,0.25,0.0,135 lbs.
"Feb 07, 1987",fb79582c410d049e,"6' 0""",0,3,3,Wagner Silva,"71""",2.87,0.65,1.69,0.29,Orthodox,0.0,0.0,0.58,0.0,170 lbs.
"Nov 11, 1985",159da492e000afbf,"5' 9""",1,4,19,Leandro Silva,"72""",2.08,0.63,2.39,0.48,Orthodox,0.4,1.76,0.65,0.37,155 lbs.
"Jun 21, 1984",5866fc86183a9fb8,"6' 0""",0,9,19,Erick Silva,"74""",4.18,0.49,2.5,0.48,Orthodox,1.4,0.85,0.56,0.35,170 lbs.
"Mar 31, 1982",2ba479b409011527,"5' 11""",0,5,11,Fabio Silva,--,5.9,0.38,0.09,0.11,Orthodox,0.0,0.0,0.0,0.0,205 lbs.
--,53bb0d40905b87c0,"6' 2""",1,5,7,Jay Silva,--,3.07,0.4,1.13,0.34,Southpaw,1.0,0.0,0.38,0.0,185 lbs.
"Sep 14, 1979",8349d55cdecd393a,"6' 4""",1,10,19,Antonio Silva,"80""",3.09,0.5,2.89,0.45,Orthodox,0.8,0.82,0.66,0.29,264 lbs.
"Feb 27, 1972",a6c32678efd4f434,"6' 3""",0,4,8,Sidney Silva,--,3.3,0.34,2.86,0.65,Southpaw,0.0,3.3,0.0,1.0,170 lbs.
--,5b1b383265433f51,--,0,3,3,Casey Ryan,--,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,185 lbs.
"Feb 24, 1965",03688dc3c3af3ac1,"6' 1""",1,4,28,Bas Rutten,--,2.06,0.79,5.59,0.61,Orthodox,0.0,0.0,0.0,0.0,205 lbs.
"Sep 11, 1976",353de740bb6c7e75,"6' 1""",0,3,15,Mike Russow,"73""",2.9,0.59,1.55,0.47,Orthodox,0.7,4.66,0.0,0.43,255 lbs.
"Jun 23, 1987",babc0b19e89cec6e,"5' 6""",0,3,7,Paul Ruiz,--,1.4,0.75,1.4,0.33,,20.9,0.0,1.0,0.0,135 lbs.
"Nov 03, 1977",657c21cb133f1445,"6' 2""",0,16,27,Anthony Ruiz,--,1.91,0.26,1.74,0.56,Orthodox,0.0,1.09,0.14,0.25,205 lbs.
"Jun 10, 1967",7b9aa973e5c04624,"5' 7""",0,1,1,Eddie Ruiz,--,1.4,0.47,0.2,0.25,Orthodox,0.0,2.0,0.0,0.12,155 lbs.
"Aug 29, 1977",ccba80d4820ef557,"5' 10""",0,7,17,Gabe Ruediger,--,5.16,0.41,1.7,0.31,Orthodox,0.0,2.04,0.28,0.11,155 lbs.
"Jan 29, 1987",c4731f43693b96b8,"5' 5""",1,8,12,Rodolfo Rubio,"66""",1.0,0.62,1.13,0.36,Orthodox,0.0,2.0,0.33,0.33,145 lbs.
"Oct 06, 1977",94070f6544c4b2a5,"5' 10""",1,5,4,Rodrigo Ruas,--,7.0,0.41,1.28,0.35,Orthodox,0.0,0.0,0.0,0.0,185 lbs.
--,a1153013cb5f628f,--,0,8,7,Edson Silva,--,5.37,0.5,2.69,0.14,Orthodox,0.0,0.0,0.0,0.0,205 lbs.
"Oct 08, 1977",9211aae062b799d6,"5' 6""",3,11,18,Jean Silva,--,2.93,0.52,0.73,0.22,Orthodox,0.0,0.0,0.0,0.0,160 lbs.
"Jul 21, 1963",55b8dc4e54fe2c59,"7' 5""",0,6,2,Paulo Cesar Silva,--,2.72,0.47,0.4,0.15,Orthodox,0.4,0.42,0.16,1.0,385 lbs.
"Nov 12, 1982",2924886ee9c4c527,"6' 2""",0,3,16,Thiago Silva,"74""",2.55,0.67,3.92,0.5,Orthodox,0.7,1.03,0.7,0.47,205 lbs.
"Jul 03, 1976",a1f6999fe57236e0,"5' 11""",1,12,35,Wanderlei Silva,"74""",2.19,0.6,2.79,0.4,Orthodox,0.6,0.97,0.62,0.53,205 lbs.
"Jun 18, 1974",e091482fa6648261,"5' 10""",0,8,15,Assuerio Silva,--,4.2,0.54,1.42,0.46,Orthodox,1.8,2.66,0.25,0.34,241 lbs.
"Jun 06, 1994",9a08c2753184ac6d,"5' 5""",0,5,5,Xavier Siller,--,1.53,0.57,1.02,0.36,,0.0,3.83,0.0,1.0,125 lbs.
"Oct 08, 1970",3cf68c1d17f66af7,"6' 1""",0,2,3,Siala Siliga,--,1.96,0.5,1.08,0.26,Orthodox,0.0,1.47,0.8,0.5,290 lbs.
"Feb 15, 1987",d188a3b817860ec6,"5' 11""",0,13,23,Steven Siler,"70""",2.96,0.54,3.21,0.41,Orthodox,1.6,0.47,0.55,0.21,145 lbs.
"Jan 23, 1961",597db668b01c442c,"6' 1""",2,4,9,Marco Ruas,--,0.0,0.0,0.0,0.0,Orthodox,0.0,0.0,0.0,0.0,210 lbs.
"Apr 14, 1975",1f454354805b6f75,"6' 2""",0,10,34,Anderson Silva,"77""",1.98,0.61,3.04,0.62,Southpaw,0.8,0.52,0.69,0.77,185 lbs.
"Nov 25, 1981",140745cbbcb023ac,"6' 1""",1,11,26,Mauricio Rua,"76""",2.68,0.55,3.63,0.5,Orthodox,0.8,2.17,0.47,0.48,205 lbs.
"May 22, 1980",90e7447d8b7f3f35,"5' 11""",1,12,20,Murilo Rua,--,1.85,0.53,2.48,0.45,Orthodox,1.2,1.97,0.37,0.45,185 lbs.
"Mar 17, 1988",2cd428e9606856fd,"6' 4""",0,0,10,Jairzinho Rozenstruik,"78""",3.05,0.32,3.72,0.46,Orthodox,0.0,0.0,0.75,0.0,242 lbs.
--,09f8c233de88998d,--,0,2,1,Brad Royster,--,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,135 lbs.
--,712aa894b3a344df,--,0,2,2,Kain Royer,--,1.63,0.14,0.0,0.0,,4.1,0.0,0.0,0.0,185 lbs.
"Jul 18, 1990",8e382b585a92affe,"6' 3""",0,2,6,Philip Rowe,"80""",6.33,0.47,8.18,0.67,Orthodox,0.0,0.0,0.5,0.0,170 lbs.
--,9d7fbf438766791f,"5' 8""",0,1,4,Roberta Rovel,--,3.0,0.26,0.87,0.46,,0.0,0.0,1.0,0.0,145 lbs.
--,cba3a2dfbc06ce79,"5' 8""",0,1,2,Ray Routh,--,3.22,0.28,0.54,0.21,Orthodox,0.0,2.69,0.0,0.33,185 lbs.
"Feb 01, 1987",8bdac25ce0bb874d,"5' 7""",0,2,12,Ronda Rousey,"68""",4.14,0.44,4.17,0.52,Orthodox,4.8,6.26,0.5,0.68,135 lbs.
"Aug 17, 1988",cf772fb504842dc3,"5' 11""",0,4,7,Kiril Sidelnikov,--,4.48,0.61,2.87,0.28,,0.0,0.0,0.0,0.0,230 lbs.
"Feb 01, 1986",b8aef0faf4ce9b31,"5' 8""",0,8,15,Sam Sicilia,"67""",3.55,0.59,2.46,0.33,Orthodox,0.9,1.45,0.7,0.43,145 lbs.
"Feb 01, 1976",585f9ffdb0cd0466,"5' 7""",0,6,7,Brandon Shuey,--,1.36,0.0,0.68,0.33,Orthodox,10.2,0.0,0.0,0.0,155 lbs.
"Jun 09, 1988",1f4b1d7d12601c5f,"6' 0""",1,0,16,Ivan Shtyrkov,"74""",0.0,0.0,0.0,0.0,Orthodox,0.0,0.0,0.0,0.0,205 lbs.
"Jun 14, 1976",35cc17760b06f36d,"6' 0""",1,19,11,Landon Showalter,--,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,185 lbs.
"Feb 06, 1995",b8a85389d115e35a,"5' 8""",0,0,12,Jack Shore,"71""",0.47,0.83,3.58,0.5,Orthodox,1.2,4.67,0.0,0.57,135 lbs.
"Jan 31, 1974",b0c95dc8e858452c,"5' 8""",5,17,14,Akira Shoji,--,2.63,0.53,1.03,0.34,Orthodox,0.4,1.79,0.82,0.73,195 lbs.
"Dec 29, 1980",821cd80aab70d5f9,"6' 4""",0,3,5,Josh Shockman,--,0.87,0.58,0.87,0.32,Southpaw,0.0,0.0,0.23,0.0,235 lbs.
"Nov 15, 1989",1d36f1ac66cf689d,"6' 1""",0,4,11,Josh Shockley,"74""",1.75,0.6,1.4,0.33,Orthodox,0.8,0.0,0.61,0.0,155 lbs.
"May 20, 1984",ed3ea649b34ddb6c,"5' 11""",0,9,56,Alexander Shlemenko,--,1.71,0.63,4.36,0.6,,0.0,0.0,0.0,0.0,185 lbs.
--,ad863b0d57952c57,"6' 8""",0,1,8,Wes Shivers,--,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,--
"Apr 02, 1980",a79bfbc01b2264d6,"5' 8""",1,10,21,Yuya Shirai,--,4.07,0.55,1.02,1.0,Orthodox,0.0,0.0,0.0,0.0,168 lbs.
"Oct 07, 1986",d9e1942637bd57a4,"5' 6""",1,11,18,Raja Shippen,--,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,145 lbs.
"Feb 26, 1990",749f572d1d3161fb,"6' 1""",0,4,9,Khalil Rountree Jr.,"76""",2.85,0.47,3.01,0.4,Southpaw,0.2,0.0,0.46,0.0,205 lbs.
--,872b018076f831b0,"6' 0""",0,6,4,Rick Roufus,--,1.06,0.33,0.53,0.33,Southpaw,0.0,0.0,0.5,0.0,207 lbs.
"Oct 17, 1981",bd58d34e39b7b12a,"6' 4""",0,12,37,Ben Rothwell,"78""",4.58,0.46,3.34,0.42,Orthodox,0.3,0.66,0.69,0.33,265 lbs.
"Jan 31, 1972",af49a6c491ca22a3,"6' 0""",0,3,4,Kristian Rothaermel,--,2.49,0.41,0.75,0.5,Open Stance,0.0,0.0,0.0,0.0,205 lbs.
"Nov 18, 1981",ff3a915256b899c0,"6' 5""",1,15,20,Nick Rossborough,--,4.33,0.35,2.8,0.35,,0.0,0.0,1.0,0.0,205 lbs.
--,208b6926916867c7,--,0,2,3,Zach Rosol,--,14.21,0.25,0.0,0.0,,0.0,0.0,0.0,0.0,243 lbs.
--,598a58db87b890ee,"6' 4""",0,6,2,Kevin Rosier,--,0.0,0.0,0.0,0.0,Orthodox,0.0,0.0,0.0,0.0,275 lbs.
"Aug 04, 1986",91ea901c458e95dd,"6' 2""",0,3,14,Jared Rosholt,"75""",1.52,0.59,2.08,0.46,Orthodox,0.1,1.83,0.66,0.41,265 lbs.
"Feb 09, 1982",4f2fcbefb668689d,"6' 1""",0,3,12,Jake Rosholt,--,2.33,0.49,2.68,0.53,Orthodox,1.8,6.51,0.0,0.68,185 lbs.
"Jul 28, 1995",f7faf5b19e0dec2e,"5' 11""",0,4,11,Jacob Rosales,--,12.0,0.41,6.76,0.49,Orthodox,1.3,0.0,0.5,0.0,155 lbs.
"Dec 30, 1994",351c4ec637380ad5,"5' 5""",0,3,12,Karol Rosa,"67""",11.0,0.43,11.4,0.48,Orthodox,0.0,0.0,1.0,0.0,135 lbs.
"Aug 24, 1986",40093d1d2d78394e,"5' 9""",0,3,12,Charles Rosa,"69""",4.22,0.5,3.79,0.36,Switch,1.2,2.82,0.47,0.34,145 lbs.
"Feb 09, 1975",a9a314cc77d90b6e,"6' 3""",0,5,10,Wade Shipp,--,2.14,0.0,4.29,0.86,Orthodox,0.0,0.0,0.75,0.0,245 lbs.
"Jan 31, 1985",10657c60ce349e0f,"5' 5""",10,9,28,Shunichi Shimizu,"66""",4.68,0.3,0.14,0.33,Orthodox,0.0,0.0,0.0,0.0,135 lbs.
"Jan 09, 1979",fe435e440b5de0ff,"6' 0""",1,7,29,Jake Shields,"72""",1.8,0.56,2.45,0.36,Orthodox,1.2,2.83,0.35,0.29,170 lbs.
"Nov 17, 1979",d4da8995fc91e7ef,"6' 0""",1,11,4,Katsuyori Shibata,--,2.4,0.53,2.06,0.35,Orthodox,0.7,0.49,0.53,0.5,168 lbs.
"Nov 20, 1984",d7338bcb141abd2c,"5' 8""",0,1,8,Antonina Shevchenko,"67""",1.92,0.65,4.9,0.57,Southpaw,1.0,0.67,0.58,1.0,125 lbs.
"Mar 07, 1988",132deb59abae64b1,"5' 5""",0,3,18,Valentina Shevchenko,"66""",2.16,0.62,3.02,0.49,Southpaw,0.4,1.94,0.77,0.51,125 lbs.
"Nov 16, 1989",01b352b6a9074d5c,"6' 4""",0,6,11,Chase Sherman,"78""",5.76,0.51,5.81,0.43,Orthodox,0.0,0.0,0.77,0.0,250 lbs.
"Aug 05, 1973",029880cdbf5ca089,"5' 6""",1,4,36,Sean Sherk,"67""",2.71,0.55,2.17,0.35,Orthodox,0.4,4.09,0.56,0.46,155 lbs.
